-2.063289094673085300e-01,2.000000000000000042e-02,3.235358877847092085e-01,-2.940241725257635164e+00
-2.863812351301395775e-01,2.753846153846154499e-01,3.235358877847092085e-01,-2.940241725257635164e+00
-3.644795279946315136e-01,5.307692307692308820e-01,3.235358877847092085e-01,-2.940241725257635164e+00
-4.400909087829856237e-01,7.861538461538463141e-01,3.235358877847092085e-01,-2.940241725257635164e+00
-5.126994668842248526e-01,1.041538461538461746e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-5.818097805089110786e-01,1.296923076923077289e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-6.469502970447896795e-01,1.552307692307692610e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-7.076765505485739238e-01,1.807692307692307931e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-7.635741944203108256e-01,2.063076923076923475e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-8.142618285678270285e-01,2.318461538461539018e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-8.593936017709841169e-01,2.573846153846154561e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-8.986615714893221307e-01,2.829230769230769660e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-9.317978050116807465e-01,3.084615384615385203e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-9.585762076112646080e-01,3.340000000000000746e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-9.788140652323047419e-01,3.595384615384615845e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-9.923732911822789049e-01,3.850769230769231388e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-9.991613683232735132e-01,4.106153846153846487e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-9.991319803337422867e-01,4.361538461538462030e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-9.922853277334412470e-01,4.616923076923077573e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-9.786681265152452625e-01,4.872307692307693117e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-9.583732893931797836e-01,5.127692307692308660e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-9.315392918415735801e-01,5.383076923076923315e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-8.983492272509643328e-01,5.638461538461538858e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-8.590295576476072448e-01,5.893846153846154401e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-8.138485685006597858e-01,6.149230769230769944e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-7.631145381601833755e-01,6.404615384615385487e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-7.071736344162300458e-01,6.660000000000001030e+00,3.235358877847092085e-01,-2.940241725257635164e+00
-6.464075525311816506e-01,6.915384615384616573e+00,3.235358877847092085e-01,-2.940241725257635164e+00
